Year,Country,Basin,"Agriculture, forestry, and fishing, value added (current US$)",Annual freshwater withdrawals (industry),Armed forces personnel (total),Electricity production from hydroelectric sources (% of total),Energy imports net percent of energy use,Energy use per capita kg oil equivalent,Food exports,GDP,Inflation,Military expenditure (current USD),Population density people per sq km land area,Population(total),Regulatory quality,Rural population,Rural population growth (annual %),Urban population growth (annual %),Annual freshwater withdrawals (agriculture),Employment in Services (% of total employment),Employment in agriculture (% of total employment),Employment in industry (% of total employment),Food imports,GDP per capital index,Government effectiveness,Individuals using the Internet (% of population),Max temp,Mean SPEI,Mean temp,Min temp,Mortality rate infant (per 1000 live births),Political stability and absence of violence terrorism,Population in largest city,Rule of law estimate,Sum rain,Sum snow,Unemployment,voice and accountability,Conflict,is_missing__Population(total),is_missing__Population in largest city,is_missing__Rural population,is_missing__Rural population growth (annual %),is_missing__Urban population growth (annual %),is_missing__Employment in Services (% of total employment),is_missing__Employment in industry (% of total employment),is_missing__Employment in agriculture (% of total employment),is_missing__Unemployment,"is_missing__Agriculture, forestry, and fishing, value added (current US$)",is_missing__GDP,is_missing__GDP per capital index,is_missing__Energy use per capita kg oil equivalent,is_missing__Annual freshwater withdrawals (industry),is_missing__Annual freshwater withdrawals (agriculture),is_missing__Individuals using the Internet (% of population),is_missing__Armed forces personnel (total),is_missing__Military expenditure (current USD),is_missing__Food imports,is_missing__Food exports,is_missing__Inflation,is_missing__Electricity production from hydroelectric sources (% of total),is_missing__Mortality rate infant (per 1000 live births),is_missing__Population density people per sq km land area,is_missing__Energy imports net percent of energy use,is_missing__voice and accountability,is_missing__Political stability and absence of violence terrorism,is_missing__Government effectiveness,is_missing__Regulatory quality,is_missing__Rule of law estimate,is_missing__Mean SPEI,is_missing__Mean temp,is_missing__Min temp,is_missing__Sum snow,is_missing__Sum rain,is_missing__Max temp
2018,China,Irrawaddy,1.3004999762761296,1.0013813426122151,0.9612267379469774,0.05046879077624023,0.13950250265533165,0.6771140937648871,-0.8731943153382018,1.3570130150875692,-0.6671357500187589,1.2649755925021422,0.24287351878334876,1.1328469550822993,0.554429528,1.0915986836330538,-1.574427446748328,-0.11929911054898894,-0.9071302859202719,0.115704271,-0.56274756,1.339706907,-0.903787225,1.679017326,1.56168126,0.9235461080786769,-0.221128943,0.272257334,-0.15985375,-0.052967175,-0.87054507490397,0.797366703,1.080888753044792,0.774796837,0.7017370081494776,0.4005635417128138,-0.31845553790009745,-0.800863596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,China,Irrawaddy,1.3018731404456028,0.9835995632662765,0.938465992499806,0.05495118421770371,0.15058305411846987,0.702874178438897,-0.8774994697117028,1.3577168809194669,-0.538483384324115,1.2665596825512007,0.24534347360012437,1.133170473720894,0.450620898,1.0887991894319395,-1.6286996702691319,-0.2695775090991681,-0.9115201932986897,0.157573015,-0.618351112,1.401321049,-0.781137916,1.606182081,1.635891688,0.9501975936353667,-0.182126225,-1.031682303,-0.128645967,-0.04120319,-0.8860652926039618,0.848837128,1.096515948232229,0.652018676,0.5217053227185838,0.43910225971710354,-0.26810061450126316,-1.035509168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,China,Irrawaddy,1.3050359192265004,0.9168854703421133,0.938465992499806,0.057217028942258705,0.16433245264553534,0.7211545210768623,-0.899667260938438,1.358243604792137,-0.612266996151856,1.2702434582089184,0.24700033638754684,1.1333869489882262,0.589988225,1.0858005362091145,-1.683408610466872,-0.4194460799846541,-0.8930253069150906,0.19198737,-0.678957286,1.494781575,-0.608375943,1.595197857,1.788534013,0.9791041354279909,-0.198759695,-0.62500811,-0.12460055,-0.018795637,-0.9055741859788884,0.564433078,1.111777949121484,0.911896172,0.6297949366082176,0.4532588641391355,-0.18220838688178037,-1.07676379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,China,Irrawaddy,1.3086168485365735,0.9168854703421133,0.9467900223001456,-0.006697124220360992,0.14083253430383735,0.7614815340852664,-0.9441988280679312,1.3615660329764605,-0.851819838663617,1.2750619571498576,0.24762150865295507,1.1334679882722558,0.412346339,1.0825565440129723,-1.7527676261893586,-0.5892595507790865,-0.8930253069150906,0.190205265,-0.690316505,1.531595874,-0.621603397,1.607620606,2.041024923,0.9922510763374078,-0.119033547,-0.999406601,-0.072587579,0.026019576,-0.9212682021407821,0.508261372,1.1264838684656766,1.096015214,0.46335628029444176,0.2322917245449855,-0.2700933986572207,-1.055635161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,China,Irrawaddy,1.308998931289302,0.9175109434486723,0.9441264486134568,-0.02338620277046171,0.12280027782594573,0.7747430441651965,-0.946956900324679,1.361649708552951,-0.6835501222068617,1.275975394358398,0.24753028263615878,1.1334560985297162,0.294228104,1.0791127137217895,-1.7969007871165383,-0.7235505519616751,-0.8776086324389685,0.230583979,-0.724442823,1.534995234,-0.564571449,1.57067364,1.557883606,1.0026220752245691,-0.198186272,-0.934855171,-0.145983624,-0.039522621,-0.9330892468264504,0.594752848,1.140441690989726,1.010391234,0.5741865875734835,0.39443395460805064,-0.18603597934409252,-0.999741314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,China,Irrawaddy,1.3080193418319408,0.9161590175147447,0.9442564472886523,0.02975319897035975,0.06566677241938448,0.7818857404510914,-0.9279177835063703,1.361649708552951,-0.9871825027832365,1.2765639624863958,0.3548688758586887,1.1333618366992793,0.379087444,1.0754841531775383,-1.8303988924812487,-0.8493096410648695,-0.8756473893724344,0.248164723,-0.747342086,1.55957705,-0.495252617,1.432109067,1.842504315,1.0101754727104566,-0.118459904,-1.109144143,-0.073743348,0.009213885,-0.9449535973277133,0.512727259,1.153492402007921,1.013732177,0.567441249015148,0.3274972618839572,-0.24629857312307446,-0.864127901,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1983,India,Irrawaddy,0.8781652526305017,-0.4094479905535807,0.5138590473178142,0.41091356367241727,0.12275588076239725,-0.6707442367800068,0.6263542971315447,0.44207943993907345,0.355361059405437,0.3315475234771143,0.5810415357716007,1.0525476376973293,-0.086777494,1.089307902771381,0.6301948179993775,0.4496983718018864,0.5149780245624509,0.040842354,-0.026191547,0.201542404,-0.104301459,-0.839023252,-0.113968559,-0.27952639720524547,0.013204417,0.303916032,0.017684582,0.007014141,0.93706082332146,-0.560915572,0.5277308156183208,-0.105628139,0.6096231388232451,0.37243083153916756,-0.20366339588794924,0.059210612,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1984,India,Irrawaddy,0.8529264924546264,-0.4507851406838356,0.4988797616085549,0.44171311781066286,0.10591805081712105,-0.6630983956345798,0.6004908216935267,0.4292250106465282,0.0967692217840313,0.3402979767146356,0.5957430477181372,1.0563593037111554,-0.221837721,1.0915704939338104,0.6310058527376303,0.4525459776685357,0.5264956034034038,0.032129966,-0.031478801,0.175667168,-0.32045808,-0.584458539,-0.037020866,-0.27952639720524547,0.376315488,0.400857275,0.454019487,0.582811772,0.9162261786747269,-0.511575626,0.5462212400324604,-0.065990563,0.8881900589315456,-0.19360412577035943,-0.06939711430463534,0.071490881,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1985,India,Irrawaddy,0.8671000452375646,-0.49130625180462817,0.6292563100173106,0.5023809999835065,-0.027576266472405086,-0.650526801139634,0.68121176798619,0.472855619936766,-0.18307409488405074,0.3806408902126018,0.6102240895719638,1.060064934906403,-0.211301578,1.0937628506949262,0.6207597367783004,0.43572035333235354,0.5375245675107546,-0.422397316,0.344582158,0.183610026,-0.578572698,-0.227833412,-0.079111522,-0.27952639720524547,0.359153085,0.167465992,0.446814123,0.587002278,0.8949511803506458,-0.53830253,0.5645790693986942,-0.102155127,0.8674610437125672,-0.19360412577035943,-0.13322859152691713,0.018734133,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1986,India,Irrawaddy,0.8789208261221073,-0.43985149860382,0.6285897698300125,0.5012598896172511,-0.13492230050371523,-0.6451735542667149,0.6456653844544255,0.5036926494957658,0.13153022605340406,0.49122922208863606,0.6244859470209894,1.063667588771604,-0.203451868,1.09588582467489,0.6099036138715461,0.4218258634904657,0.4921303251088689,-0.426839339,0.348437769,0.225232094,-0.779212739,-0.270835859,-0.04392548,-0.27952639720524547,0.393477781,-1.088018151,0.462665901,0.577922902,0.8741693599376507,-0.524107747,0.5828808001140016,-0.087363819,0.8822476224631738,-0.19360412577035943,-0.09960229141345195,-0.188466577,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1987,India,Irrawaddy,0.9117053093215152,-0.39030690677233215,0.6278210396098365,0.302712275882063,0.10414650639859223,-0.6383825539130917,0.4462579652844088,0.5565801818479239,0.13742025834178012,0.5527089535436219,0.6384763025922113,1.067156961940405,-0.191289782,1.09793411732007,0.5954705026129252,0.3990474108323637,0.44772969600794277,-0.433242207,0.340658008,0.299316919,-0.574816415,-0.297803477,-0.084446022,-0.27952639720524547,0.438529254,0.94007161,0.507338248,0.627510502,0.8519692011608906,-0.482511363,0.6011014705180694,-0.091786145,0.9723816595003585,-0.19360412577035943,-0.06206355656419587,0.106603113,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1988,India,Irrawaddy,0.9424892407648691,-0.3426332978308719,0.6277525537779792,0.2439247418717175,0.12558003059523737,-0.6240000401813747,0.2921203733415269,0.585569955318966,0.18387802366257705,0.5721857001926763,0.6521803267592454,1.0705324752500018,-0.17769206,1.0999061422374865,0.579021297381205,0.3771342419135458,0.4043136809998718,-0.055773292,-0.121106324,0.31998542,-0.631189746,-0.24631006,-0.105994869,-0.27952639720524547,0.424227141,1.422950246,0.515264192,0.653352116,0.8292602509042702,-0.492627842,0.6192663548104176,-0.082038317,1.090346400310247,-0.19360412577035943,-0.014738469290731188,0.08966952,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1989,India,Irrawaddy,0.9306865206447358,-0.2967916303535232,0.6292563100173106,0.22551751531151432,0.09591345478622533,-0.6125908501792922,0.276996541312244,0.5840088164523182,-0.018659330153274103,0.5402639077606393,0.665687158527403,1.073818770703336,-0.269795168,1.1018189033430124,0.5695326750068013,0.36520229042762364,0.3618741668787891,-0.432050871,0.356280397,0.311880555,-1.295498438,-0.18092349,-0.145015682,-0.27952639720524547,0.362013485,0.255993719,0.443932022,0.570240254,0.808058831727977,-0.505416442,0.6373010051938607,-0.07859043,0.8888198611477114,-0.19360412577035943,-0.011286900104682866,0.114443318,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1990,India,Irrawaddy,0.9547922974798366,-0.2527433632391182,0.6292563100173106,0.260678015113854,-0.037534509530199975,-0.6444803342665777,0.23084987608022345,0.6214096654717212,0.15127751433383813,0.5379376643758469,0.6789637958409712,1.0770100938205946,-0.246027839,1.1036713062327448,0.5585760713417739,0.34382287904861863,0.3204022716429403,-0.070530539,0.111048912,0.391508233,-1.334783188,-0.127207906,-0.1060862,-0.27952639720524547,0.321252723,0.658392509,0.440329451,0.60306583,0.7863886585798257,-0.605851079,0.6552806674962394,-0.043459572,0.9885033041117876,-0.19360412577035943,-0.08193783006532135,-0.133664817,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1991,India,Irrawaddy,0.8960559675962642,-0.28912279344015385,0.6332481187056723,0.2186338088854094,-0.026342256962195266,-0.6336796618802908,0.29905124347485273,0.5413436056635771,0.4690872003097391,0.4431909542559997,0.6918706513379834,1.0800758899152791,-0.18879382,1.1054567465272662,0.5432520715426241,0.27619909993305597,0.315535207682109,-1.330967892,1.468430896,-1.105054145,-1.413809905,-0.375424571,-0.208398567,-0.28080910196093983,0.341275527,0.690584417,0.451137386,0.611446949,0.766358474139986,-0.250586108,0.6726794168063842,-0.044713928,0.9987960133338433,-0.19360412577035943,0.2673868238361486,0.080449478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1992,India,Irrawaddy,0.9092724061135761,-0.3250356803144816,0.6332481187056723,0.16385550777280408,0.004272247570913978,-0.6266553842231278,0.2650797691639592,0.5713143688655969,0.35039959097959517,0.4122932811182231,0.7044571787417008,1.0830311342649857,-0.202594925,1.1072024484788512,0.5408368822299149,0.17704281521152754,0.3108851248353452,-1.322063655,1.456644566,-1.092062835,-1.256264013,-0.115450101,-0.202419578,-0.279520516018972,0.319107478,0.272089694,0.410787969,0.552779759,0.7469932272307086,-0.229256782,0.6890315162349223,-0.051706189,0.8673612548006184,-0.19360412577035943,0.26893300113004015,0.143762472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1993,India,Irrawaddy,0.9001171853494896,-0.36045713161318105,0.6332481187056723,0.12885914239150542,0.011647707628306643,-0.622700168212011,0.2988704277396353,0.5565801818479239,-0.09623670725949349,0.4222807200727368,0.716772122055579,1.0858900082988903,-0.039622245,1.1088842856047365,0.525185010715283,0.15425492665192725,0.30643807187169214,-1.312525686,1.443166482,-1.075696062,-1.356270824,-0.649461539,-0.209435391,-0.2795148372256727,0.298369409,0.706680389,0.411508328,0.57443076,0.7283400790406389,-0.308654263,0.7052724873074366,-0.026070998,0.980633773503528,-0.19360412577035943,0.2713190782880837,0.188498645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1994,India,Irrawaddy,0.9481878950923249,-0.3953679650765212,0.6332481187056723,0.1763396245878563,0.006857777805403311,-0.610422349611011,0.2279208624806947,0.6299074621859153,0.24807770997981787,0.4572573155853614,0.7286715810497638,1.0886220184932496,-0.174334124,1.1104817579910304,0.4971965679593045,0.11369866011888904,0.30218105064647827,-1.30118701,1.428379789,-1.059789862,-0.941154047,-0.243197646,-0.216802757,-0.2794695079838474,0.383466489,0.207705867,0.466268472,0.601669102,0.7104470545620707,-0.301394732,0.7214699768306704,-0.02857824,0.8370263826564613,-0.19360412577035943,0.25651370593165407,0.164425278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1995,India,Irrawaddy,0.9532042922528058,-0.42975341094261094,0.8736757966063011,0.05430314735042335,0.029437999977577303,-0.5912032339308765,0.3961774074210127,0.6736699796323693,0.2464342372800052,0.5017578186885381,0.7403007156976682,1.0912633534645286,-0.205694938,1.1120207721870454,0.4815640306507065,0.0873750231749414,0.2981019958891143,-1.286274061,1.408599981,-1.037916702,-1.188045376,0.078101611,-0.255281285,-0.27813402602625886,0.379890933,-0.84657895,0.477796655,0.637288349,0.6910615410751229,-0.370502183,0.7376017501604305,-0.011437599,0.9423763731268507,-0.19360412577035943,0.2512575532017326,0.03004408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1996,India,Irrawaddy,0.9903014635342804,-0.46360256623141194,0.8872923628630801,0.0006917834848780787,0.05620452023757105,-0.5828657959119364,0.38932708756359424,0.7129438674931632,0.15175541200852136,0.5089553803640102,0.7517552402851533,1.0938376273754868,0.109277316,1.1135150232241962,0.4724584044720261,0.07766628797119816,0.2941900659674846,-1.274167729,1.389709664,-1.012020206,-1.131819803,-0.644618261,0.624835361,-0.2770665082912824,0.375600443,0.368665367,0.470591624,0.621224797,0.6700958660003852,-0.096937819,0.7536902400336792,1.591010425,0.9207569316116088,-0.19360412577035943,0.24412175825701093,1.910867344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,India,Irrawaddy,0.9963706496843203,-0.49690787500714206,0.8890941022075659,0.009208916062836843,0.07309892834923148,-0.5712583341572334,0.3500562397791345,0.7380070236255515,-0.009754458970583007,0.5769521720326587,0.7629451853758857,1.0963263586885188,0.029185422,1.1149532834597926,0.45616621436848837,0.0540057677590694,0.29043484966044864,-1.257583494,1.364611547,-0.97878419,-1.041646022,-0.312996671,-0.120953615,-0.27576633361109654,0.30409032,-0.444180175,0.392774671,0.535319371,0.6486552009349592,-0.283867329,0.7696694592978136,0.045536225,0.9210818998402932,-0.19360412577035943,0.25154219608647543,0.359074539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1998,India,Irrawaddy,0.9993418050089364,-0.529664604322956,0.8947810823025035,0.0323165650708797,0.09769798159470455,-0.5684008903347242,0.31932065477000265,0.7432267111911574,0.4347303399975207,0.5947442663653032,0.7738788497131232,1.0987333965296657,0.260168589,1.1163382560049713,0.4402847014303173,0.030950719854062038,0.2868282084294133,-1.24022399,1.337208283,-0.940742732,-0.641818978,-0.394092608,0.620444861,-0.2721524335971556,0.384181534,0.932023642,0.477796655,0.634494678,0.6267146883342196,-0.399771708,0.785605880278538,1.626206801,0.9968905019474414,-0.19360412577035943,0.25566275215969764,1.791356238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,India,Irrawaddy,1.0079703402700249,-0.5618704218677834,0.894429105850977,-0.024811395954939145,0.13318110168404979,-0.5485113915902003,0.16609211736523563,0.7804692268449968,-0.29185712374476297,0.6630498310267674,0.7845401790755686,1.1010571417912967,0.393424066,1.1176689285501284,0.42270058297770224,0.005451879634709277,0.28336039589817963,-1.218812977,1.30167333,-0.888834753,-0.84005334,0.282236455,0.590337009,-0.265074514729321,0.44925581,-0.178596948,0.531115749,0.661733021,0.6017172559871032,-0.477433685,0.8014776735694803,1.559681343,0.8988486935918436,-0.19360412577035943,0.2525379713008315,1.807796834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
2000,India,Irrawaddy,0.9963706496843203,-0.593525366824156,0.9129703868875632,-0.09306839829385867,0.14334931128881861,-0.5459296608291683,0.05530832370060514,0.7887060316446957,-0.3791937162158521,0.6751256329744529,0.7949956658088844,1.1033138102740347,0.649118954,1.1189563434356629,0.4106007429309207,-0.012119644435748351,0.2800243001923422,-1.194565624,1.267825649,-0.848422929,-1.17804886,-0.314739519,0.508177503,-0.25168890039175534,0.326258259,0.956167594,0.420154743,0.559763935,0.5773305463659436,-0.134916579,0.8173069697744605,1.647537771,0.9412327175313495,-0.19360412577035943,0.25353300838579124,1.736477075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,India,Irrawaddy,1.0079703402700249,-0.5732610382580543,0.9097798101865221,-0.1153939637889195,0.13830094347982258,-0.5480013863613684,0.08864327946247591,0.8037066347302791,-0.4109188638928517,0.6844633800305825,0.8053238258866857,1.1055215437945805,0.365417007,1.120173271340788,0.38092511649304667,0.0705266469806273,0.2699941105255414,-1.172235425,1.224792651,-0.777126678,-1.039492185,0.163514365,0.540992942,-0.24480273686077028,0.374885287,0.207705867,0.466268472,0.605859608,0.5509450975421335,-0.521019664,0.8300011202489036,1.349011473,0.935101754309306,-0.19360412577035943,0.25764747320288645,1.822687026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
2002,India,Irrawaddy,0.9963706496843203,-0.5541786611780244,0.9155377021411473,-0.16531272850963266,0.1491123049807099,-0.5427512474589617,0.051333918058281594,0.8285269835819028,-0.3404724408377921,0.6888145295731375,0.8152495415294158,1.1076232989438026,0.344967824,1.1212412953158357,0.30053837313504717,0.20939348212737785,0.2604850610374711,-1.143790327,1.175411103,-0.701923941,-1.001978,0.202336104,0.505533232,-0.19963873269731033,0.360583285,0.312329551,0.454739846,0.591891147,0.5251558277669106,-0.412832708,0.8461993701141685,1.050848741,0.923991961976463,-0.19360412577035943,0.27173971471780833,1.840386142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,India,Irrawaddy,1.043298855531654,-0.5361801489620889,0.9198950107934997,-0.11836708227418409,0.1519677859897361,-0.539588297796025,-0.0712278308271035,0.8942344298520337,-0.40722250823429357,0.7316883062722951,0.8246844198396436,1.109603091120125,0.344652016,1.1222305540060702,0.26064149948489596,0.15121329792678703,0.2514582760198978,-1.120364119,1.127185477,-0.618276805,-1.008954668,0.268853032,0.575084543,-0.19206865522305705,0.377030643,-0.524659876,0.46410673,0.596780125,0.4986151192598313,-0.80999791,0.8652768288131973,1.27543044,0.8884199055886941,-0.19360412577035943,0.26146690513735565,1.880053185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,India,Irrawaddy,1.0584035529038953,-0.5191782708514929,0.9503903566880075,-0.08700917675892611,0.16481020668050728,-0.5185489472306943,-0.1242284212687857,0.9508143715006508,-0.4125972095221237,0.8163105049162951,0.8338853070732117,1.1115169846637893,0.349450276,1.1231777661497586,0.2425095322038597,0.12769956700096005,0.24287779029971934,-1.091872417,1.070012664,-0.520797442,-1.178578634,0.750071238,0.519963662,-0.17753885455196639,0.332694435,-0.629283628,0.427360107,0.573033924,0.47127196961312445,-0.505403439,0.8842860096970946,1.166360984,0.9156211314029601,-0.19360412577035943,0.2536750966582367,1.803577089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,India,Irrawaddy,1.0928527512602826,-0.5030943146410607,1.0048306222645902,-0.017756600226894077,0.1963046352243125,-0.5055009858046462,-0.24424927322332485,1.0002998480024452,-0.3472345454175322,0.864089982715125,0.842634643404286,1.1133216289762495,0.467659237,1.1240553483233382,0.20551308079529715,0.07039247460759573,0.2347115580371933,-1.065941134,1.01806818,-0.432338193,-1.316307447,1.013671356,0.644598551,-0.15723307665941785,0.431378252,-0.766099163,0.505897419,0.631002751,0.4430697824783955,-0.15173147,0.903149161508331,1.296603289,0.7612672256935265,-0.19360412577035943,0.24326290000084053,1.822792724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,India,Irrawaddy,1.1121040478265463,-0.4878576620173332,0.9463819558329555,-0.0013780861242286915,0.2210849639126612,-0.48407622690177726,-0.28118766359923353,1.0430335342576327,-0.15525484594851446,0.8771549521934129,0.8509661009960615,1.1150262551559793,0.479412061,1.1248681474016684,0.1701425590084605,0.018914321312619508,0.22693169626693496,-1.053707631,0.979646177,-0.350621954,-1.396847669,1.191182472,0.649832188,-0.13671785443799198,0.44782561,-1.772096138,0.524631077,0.655447316,0.4139455032591424,-0.219803191,0.9219450194300111,1.371475069,0.853640478904154,-0.19360412577035943,0.24326290000084053,1.855720993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,India,Irrawaddy,1.161827358102504,-0.47340467990737134,0.944498868712673,-0.0025800933001490227,0.24053688153504382,-0.4591143679313977,-0.22496721708633233,1.1145232125460665,-0.09127545896498468,0.931719824240154,0.8589349927661192,1.1166441913229608,0.437741529,1.1256238389394724,0.138497616968527,-0.023800409082109387,0.21950973990118722,-1.046298258,0.937637911,-0.247293258,-1.347749285,1.524930704,1.007712409,-0.08247972807619827,0.352717239,-0.782195135,0.453298795,0.602367466,0.3822145171360521,-0.338039887,0.9406479784386871,1.237449453,1.0428765093467018,-0.19360412577035943,0.2445509798872504,1.879211281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,India,Irrawaddy,1.1592368862781934,-0.45967789315215835,0.9453697415443603,-0.06265988801416802,0.2676923889001475,-0.43338722689799863,-0.16023522026194162,1.1103782853315185,0.09939047059439267,0.9783480027141277,0.8664995575067963,1.1181687608697146,0.300772325,1.1263174976199148,0.10233347387504192,-0.07298179599785777,0.21242293432221404,-1.039106948,0.896258699,-0.145262172,-1.466961709,1.126057719,0.781735501,-0.06256589747220422,0.364158731,0.19160991,0.46194521,0.605859608,0.3492907243162307,-0.278878284,0.959283994143295,1.235738987,0.9083291178559474,-0.19360412577035943,0.2580723900784457,1.890738172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,India,Irrawaddy,1.1781138968884375,-0.44662500133789523,0.9516067076411819,-0.12643910406963232,0.2851663328415527,-0.39884298811409885,-0.3342316582564684,1.1370836083369353,0.2919583431147098,1.0216765971239539,0.8740543218715748,1.1196804304525059,0.388647394,1.1270062987798282,0.1040137812200376,-0.07447370181436883,0.20564928303548202,-1.031922258,0.850728765,-0.031288944,-1.246669289,1.220380848,0.791649636,-0.028986445091642672,0.44925581,-1.031682303,0.539041583,0.664526799,0.31332122019971603,-0.605068908,0.9777769598744235,1.108606031,0.8540769970061657,-0.19360412577035943,0.25920484550572975,1.88871539,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,India,Irrawaddy,1.211801927176354,-0.4341985822107484,0.9516067076411819,-0.10997035737462975,0.30264823069209174,-0.3716740121992466,-0.3084526254448758,1.1849752138686844,0.3627955896096013,1.0637186496662765,0.8816053790819919,1.121180478945885,0.305119065,1.1276901207995778,0.10561972751812089,-0.07262967043396476,0.19916751408521358,-1.027034047,0.803952335,0.091649309,-1.294086182,1.280164124,0.845480364,0.07317748275491388,0.439959564,-0.339556485,0.531836219,0.677098317,0.2776052272630471,-0.502154808,0.9962039876865711,1.020783752,0.9828310139908587,-0.19360412577035943,0.2575058048707628,1.86429236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
