Year,Country,Basin,"Agriculture, forestry, and fishing, value added (current US$)",Annual freshwater withdrawals (industry),Armed forces personnel (total),Electricity production from hydroelectric sources (% of total),Energy imports net percent of energy use,Energy use per capita kg oil equivalent,Food exports,GDP,Inflation,Military expenditure (current USD),Population density people per sq km land area,Population(total),Regulatory quality,Rural population,Rural population growth (annual %),Urban population growth (annual %),Annual freshwater withdrawals (agriculture),Employment in Services (% of total employment),Employment in agriculture (% of total employment),Employment in industry (% of total employment),Food imports,GDP per capital index,Government effectiveness,Individuals using the Internet (% of population),Max temp,Mean SPEI,Mean temp,Min temp,Mortality rate infant (per 1000 live births),Political stability and absence of violence terrorism,Population in largest city,Rule of law estimate,Sum rain,Sum snow,Unemployment,voice and accountability,Conflict,is_missing__Population(total),is_missing__Population in largest city,is_missing__Rural population,is_missing__Rural population growth (annual %),is_missing__Urban population growth (annual %),is_missing__Employment in Services (% of total employment),is_missing__Employment in industry (% of total employment),is_missing__Employment in agriculture (% of total employment),is_missing__Unemployment,"is_missing__Agriculture, forestry, and fishing, value added (current US$)",is_missing__GDP,is_missing__GDP per capital index,is_missing__Energy use per capita kg oil equivalent,is_missing__Annual freshwater withdrawals (industry),is_missing__Annual freshwater withdrawals (agriculture),is_missing__Individuals using the Internet (% of population),is_missing__Armed forces personnel (total),is_missing__Military expenditure (current USD),is_missing__Food imports,is_missing__Food exports,is_missing__Inflation,is_missing__Electricity production from hydroelectric sources (% of total),is_missing__Mortality rate infant (per 1000 live births),is_missing__Population density people per sq km land area,is_missing__Energy imports net percent of energy use,is_missing__voice and accountability,is_missing__Political stability and absence of violence terrorism,is_missing__Government effectiveness,is_missing__Regulatory quality,is_missing__Rule of law estimate,is_missing__Mean SPEI,is_missing__Mean temp,is_missing__Min temp,is_missing__Sum snow,is_missing__Sum rain,is_missing__Max temp
2004,Leabanon,Jordan,-0.213804616,0.80930231,-0.453957294,-0.192679512,1.127477255,0.180612082,0.170075363,-0.131681582,-0.242812366,-0.210243558,1.78296213,-0.302891115,0.736039492,-0.237020448,-0.034572242,-0.637282633,-1.279565137,1.942272042,-1.663713022,0.221304503,0.459164799,-0.609758937,0.539293595,-0.42879044,-0.037012824,0.207705867,-0.110152429,-0.130273356,-0.841617233,0.247009393,-0.765615156,0.749522655,-0.012146533,-0.334643733,0.264084079,0.663487688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,Leabanon,Jordan,-0.214736804,0.985430664,-0.453957294,-0.207126115,1.225889558,0.130468128,0.234096543,-0.130803868,-0.260855827,-0.20952179,1.819371407,-0.302349915,0.620392748,-0.236981799,-0.09062991,-0.680686096,-1.343056979,1.964433829,-1.67157747,0.191938971,0.361282782,-0.621244864,0.614949,-0.390932636,-0.073721407,-1.031682303,-0.110152429,-0.14819942,-0.864399408,-0.132970426,-0.761052394,0.700095439,-0.066095915,-0.438215718,0.347792949,0.849641767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2006,Leabanon,Jordan,-0.209598803,1.6832026,-0.466169201,-0.29167869,1.295866263,0.062959366,0.043575868,-0.129437531,-0.206091357,-0.205311709,1.859943044,-0.301746852,0.492042294,-0.236934284,-0.029391421,-0.574455738,-1.527231136,1.986905432,-1.677515301,0.15633383,0.384727576,-0.894583653,0.546903456,-0.222293327,-0.055367226,-1.031682303,-0.110152429,-0.166125463,-0.887181551,-1.199910215,-0.755559655,0.097766713,-0.179297487,-0.569406961,0.437194865,0.700973626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007,Leabanon,Jordan,-0.204088946,2.328740321,-0.466169201,-0.309253498,1.275595623,-0.053710476,0.080568227,-0.122143978,-0.212365353,-0.192320491,1.907078373,-0.301045993,0.396289046,-0.236872587,0.068205075,-0.403483955,-1.697618399,1.98908209,-1.690393524,0.188233907,0.541928286,-0.472465918,0.44539509,-0.094953441,-0.055367226,-1.031682303,-0.054671925,-0.076495143,-0.903454533,-1.618172944,-0.749939002,0.006722984,-0.156703209,-0.567105323,0.502348619,0.588680131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2008,Leabanon,Jordan,-0.201649938,2.927696842,-0.466169201,-0.386307944,1.230121141,0.117430849,0.049780081,-0.110983536,-0.270536429,-0.190756822,1.948259612,-0.300433765,0.403474161,-0.236831632,-0.080296049,-0.595062093,-1.855710898,1.994475076,-1.703121755,0.212162418,0.225611088,-0.052582899,0.298178318,0.035828065,-0.000304461,-2.271070623,-0.036178498,-0.076495143,-0.919727516,-1.296432536,-0.744189759,0.089595098,-0.398783767,-0.438982933,0.225287022,0.65206389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009,Leabanon,Jordan,-0.199691913,3.484939145,-0.461962877,-0.333813231,1.179877742,0.315745836,0.029303491,-0.094650032,-0.48495952,-0.167480956,1.982189925,-0.299929344,0.728446289,-0.236815676,-0.255531744,-0.81191056,-2.002792742,1.99451142,-1.716540807,0.250632947,0.372570486,-0.174142811,0.192842235,0.297391075,-0.055367226,-1.031682303,-0.073165463,-0.076495143,-0.929491338,-0.878595324,-0.738308821,0.075182873,-0.091917887,-0.62004213,-0.051142015,0.745737014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,Leabanon,Jordan,-0.197632991,4.004678016,-0.461962877,-0.315429149,1.117960714,0.269708121,-0.000438832,-0.08673356,-0.262139026,-0.153046384,2.007030028,-0.299559861,0.898332477,-0.236828264,-0.453159573,-1.072289162,-2.139976064,2.01616254,-1.727071923,0.230137781,0.468590805,-0.39840106,0.575776714,0.765451198,0.201592416,-1.031682303,0.148756549,0.120691604,-0.939255127,-0.962608213,-0.732293349,0.026607861,-0.253996631,-0.606999753,0.037416486,0.779286867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,Leabanon,Jordan,-0.196810519,4.490577178,-0.460741687,-0.327573686,1.137600215,0.258402833,0.100007236,-0.082876215,-0.183187234,-0.149317421,2.034775376,-0.299147449,0.702017226,-0.236835887,-0.420908142,-0.997736613,-2.268227102,2.030706688,-1.732256703,0.210942397,0.448229936,-0.182582005,0.577094214,1.051105538,-0.110429991,-1.031682303,-0.147139505,-0.166125463,-0.942509723,-0.874071601,-0.726140104,0.043786249,0.096443888,-0.652264533,0.158446438,0.696864832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,Leabanon,Jordan,-0.193511226,4.945835664,-0.460741687,-0.262946499,1.110900182,0.349528608,0.121824901,-0.072240698,-0.054532546,-0.137468922,2.105604671,-0.298094351,0.679683409,-0.236730576,0.363532442,0.144088129,-2.388390951,2.042416482,-1.738287458,0.200829976,0.423327443,-0.415353607,0.426954112,1.367734342,-0.037012824,1.447094112,-0.054671925,-0.058569144,-0.94576432,-1.0154128,-0.719846112,-0.063980362,0.334143895,-0.419035746,0.282428341,0.702888833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013,Leabanon,Jordan,-0.188793473,5.373264251,-0.460741687,-0.284191298,1.342680714,0.244934069,0.467080147,-0.064794438,-0.195210934,-0.121284441,2.362970203,-0.294267961,0.757023103,-0.236132924,3.570464333,4.742157919,-2.501209329,2.056390648,-1.741728192,0.177949547,0.504451402,-0.095980673,0.322571224,1.687804971,-0.037012824,0.207705867,-0.091659002,-0.09442125,-0.94576432,-1.049301713,-0.713407998,-0.11555626,0.135868436,-0.421337346,0.392283053,0.676003657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Leabanon,Jordan,-0.186868559,5.775339272,-0.460741687,-0.444470867,1.294485479,0.211952368,0.831961769,-0.061634502,-0.432257998,-0.090969922,2.668930478,-0.289719006,0.462807588,-0.235426769,3.913108752,5.261840835,-2.607335491,2.085395864,-1.743891114,0.116163932,0.71776556,-0.395016655,0.401444773,1.773845434,0.036404122,-2.271070623,-0.01768496,-0.058569144,-0.942509723,-1.05936963,-0.706822519,-0.098147294,-0.261604877,-0.695227787,0.471353144,0.654509131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,Leabanon,Jordan,-0.193918153,6.154251179,-0.460741687,-0.39922088,1.241157646,0.277955617,0.922956282,-0.056864843,-0.88005522,-0.093748917,2.732539755,-0.288773473,0.366675742,-0.235373226,-0.056260091,-0.375327267,-2.707347683,2.115892898,-1.74727168,0.054397249,0.761391441,-0.705265217,0.178247148,1.80826162,-0.037012824,1.240529301,-0.054671925,-0.076495143,-0.936000498,-1.059931148,-0.700086299,-0.238680214,-0.059870986,-0.308558905,0.571086885,0.595383062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,Leabanon,Jordan,-0.199781254,6.154251179,-0.460741687,-0.417402759,1.34498258,0.329856927,0.799495641,-0.053697397,-0.643058444,-0.060470279,2.656799411,-0.289899527,0.296481057,-0.235682247,-2.181211722,-3.387621225,-2.707347683,2.134535491,-1.753290693,0.027990833,0.696772822,-0.601285377,0.05250924,1.88053561,0.054758303,-1.031682303,0.000808578,0.013135177,-0.929491338,-0.950227483,-0.693195961,-0.244529498,-0.234399587,-0.54178773,0.672296601,0.515311579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,Leabanon,Jordan,-0.197720762,6.154251179,-0.460741687,-0.417992103,1.351942483,0.416061053,0.892591514,-0.04880725,-0.235139542,-0.075465057,2.574204085,-0.291127478,0.348777677,-0.23600545,-2.338544283,-3.57854018,-2.707347683,2.16075534,-1.758342177,-0.018957612,0.680901983,-0.754422968,0.087070984,1.952809599,0.054758303,-1.031682303,0.000808578,-0.058569144,-0.916472984,-0.958909916,-0.686147857,-0.243518455,-0.635561654,-0.541020606,0.770343513,0.436417234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Leabanon,Jordan,-0.190705065,6.154251179,-0.460741687,-0.427562168,1.351064916,0.384359323,0.703948624,-0.043934146,-0.094846105,-0.045138289,2.48498014,-0.292454071,0.244603868,-0.236339824,-2.494405537,-3.780296894,-2.707347683,2.194299562,-1.761960301,-0.087192329,0.702772147,-0.675384036,-0.241029265,2.0457333,0.054758303,-1.031682303,0.074782508,0.048987283,-0.900200002,-0.958077723,-0.678938477,-0.198438382,0.177137361,-0.677582137,0.87450518,0.523198259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Leabanon,Jordan,-0.194027475,6.154251179,-0.460741687,-0.34169007,1.342886343,0.423747865,0.342187397,-0.052504559,-0.340298411,-0.085893241,2.388903856,-0.29388244,0.137376512,-0.236685366,-2.666129285,-4.00398942,-2.707347683,2.239004448,-1.761136994,-0.194359232,0.51414825,-1.824465997,-0.449388044,2.066383011,-0.000304461,1.447094112,-0.01768496,-0.040643037,-0.883927019,-1.02542353,-0.676020362,-0.313004179,0.333682697,-0.494988555,0.991739767,0.520635386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Leabanon,Jordan,-0.209794526,6.154251179,-0.460741687,-0.302006528,1.301431426,0.252858673,0.559932134,-0.104239618,6.201072337,-0.257623637,2.342167168,-0.294577391,-0.186058342,-0.23690574,-1.891297156,-2.869627148,-2.707347683,2.231905156,-1.757838842,-0.187186064,1.082092406,-2.302010736,-1.059805087,2.087032723,0.091466886,1.447094112,0.093276046,0.084839497,-0.861144811,-0.957513684,-0.673649833,-0.39965652,0.135637837,-0.631550131,1.409862407,0.464346032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Leabanon,Jordan,-0.225394654,6.154251179,-0.421362187,-0.297516199,1.308083413,0.053606813,0.947468094,-0.126553171,11.78614261,-0.281233741,2.350137898,-0.294458732,-0.372904278,-0.236992791,-0.982539575,-1.550270197,-2.707347683,2.224408995,-1.759326185,-0.165339906,0.603582541,-2.611612137,-1.224341319,2.107682434,0.164883832,-1.031682303,0.111769584,0.102765497,-0.835108072,-0.772856915,-0.67227425,-0.703252975,-0.023213073,-0.580914962,1.280187458,0.363625302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Leabanon,Jordan,-0.227168513,2.53105601,-0.414625536,0.007744008,1.291982264,-0.202432899,0.66428059,-0.13211686,13.1006179,-0.276957926,2.363504039,-0.294260123,-0.684574876,-0.237068495,-0.907988105,-1.42011296,-1.262417032,2.246530731,-1.765828345,-0.198513851,0.241622977,-3.078984184,-1.450789446,2.111124053,0.054758303,0.207705867,0.074782508,0.048987283,-0.809071268,-0.694003703,-0.672470646,-0.721653457,-0.168922606,-0.422104516,1.054784986,0.359996928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Leabanon,Jordan,-0.228499789,2.845572523,-0.393827478,-0.242658508,1.171854957,-0.001875784,0.326397691,-0.134493337,17.10701145,-0.274914069,2.236975315,-0.294041496,-0.5227649,-0.23714278,-0.903300307,-1.389013245,-1.252238335,2.260764666,-1.767612576,-0.226754332,0.568636058,-3.002974147,-1.637288269,2.135215383,0.146529651,0.207705867,0.093276046,0.120691604,-0.779779899,-0.821995448,-0.674064641,-0.822896112,0.060247035,-0.54639093,1.042766333,0.326897253,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1983,Syrian,Jordan,-0.144640952,0.5442142,-0.332903793,0.006792355,-1.189125771,-0.113883098,-0.540598289,-0.14096695,-0.090826331,-0.048951365,-0.269059852,-0.262904614,-0.562242352,-0.186257079,1.118348007,0.826989961,0.39122146,0.175136812,-0.158009944,0.081160887,1.086349449,-0.219287727,-0.78058643,-0.73853611,0.007529538,0.663637303,-0.02680418,-0.071543783,0.056651397,-0.038377009,-0.799613273,-0.877672421,-0.680031798,-0.417811272,0.546902191,-0.339742442,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1984,Syrian,Jordan,-0.15221698,0.529557648,-0.102449841,-0.000136199,-1.266848453,-0.054470546,-0.448169488,-0.141191066,0.157073356,0.011016244,-0.259082272,-0.260239731,-0.823980884,-0.184435579,1.164381976,0.892416817,0.435656008,0.161105912,-0.162905949,0.278495411,0.942674515,-0.441380898,-0.919860931,-0.73853611,0.261312389,0.207705867,0.132471246,0.049522484,-0.00193134,-0.077166202,-0.795970493,-0.987490017,-0.622089802,-0.695216338,0.193851178,-0.77749017,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1985,Syrian,Jordan,-0.152195037,0.907910628,-0.023148348,0.014229208,-1.954564348,-0.116248344,-0.680289639,-0.144050541,0.798226578,0.021480632,-0.24871855,-0.257471625,-0.573411851,-0.182550254,1.169473772,0.896622457,0.159400927,0.157960418,-0.162171954,0.244359664,0.962901058,-0.45017133,-0.578201495,-0.73853611,0.330346339,0.207705867,0.205341114,0.126577844,-0.05725948,0.047629853,-0.792272062,-0.855056957,-0.696499902,-0.690475679,0.22796444,-0.377706908,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1986,Syrian,Jordan,-0.158557536,0.924736385,-0.142144224,0.014508597,-1.804357234,-0.120567687,-0.371990875,-0.152139152,2.30138345,0.0367727,-0.238075535,-0.254629116,-0.260095531,-0.180625924,1.153217069,0.876032874,0.162899466,0.159537435,-0.162767792,0.16944975,0.699810853,-0.534739735,-0.709775051,-0.73853611,0.300760234,-0.310247445,0.188779851,0.126577844,-0.109333024,-0.02211395,-0.788501772,-0.844788317,-0.533165175,-0.699544692,0.044421464,-0.379351076,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1987,Syrian,Jordan,-0.164318955,0.933209006,-0.111550073,0.017946999,-1.844516301,-0.081392222,-0.588866044,-0.157176382,4.172952183,0.03416251,-0.227181186,-0.251719198,-0.547396518,-0.178668086,1.133071071,0.847116508,0.163996432,0.148762849,-0.277839095,0.33476207,0.587807147,-0.413838888,-0.926626779,-0.73853611,0.322128001,1.114124156,0.19871652,0.126577844,-0.154897375,-0.044183917,-0.784663406,-0.94260782,-0.635097067,-0.687177875,0.120259675,-0.49674782,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1988,Syrian,Jordan,-0.15585776,0.848718595,-0.102220366,0.035751595,-1.853468665,-0.080738437,-0.598859387,-0.159202623,2.181415751,0.040746039,-0.216081896,-0.248754774,-0.188076413,-0.176686668,1.106040374,0.808386562,0.173110781,0.132438449,-0.278513248,0.383598894,0.783558027,-0.408824909,-0.776771188,-0.73853611,0.274461597,1.447094112,0.18381135,0.129788404,-0.197207129,0.107936185,-0.780750344,-0.78312848,-0.40350503,-0.691094065,0.154556612,-0.402361155,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1989,Syrian,Jordan,-0.177410719,0.504354196,-0.026540545,0.02555965,-1.880280756,-0.097140115,-0.530029748,-0.161084513,0.33045468,-0.162272064,-0.204885095,-0.245764062,-0.332168188,-0.174703655,1.064333005,0.74875446,0.439803359,0.157820868,-0.277582116,0.319573109,0.857528692,-0.394367313,-0.80058041,-0.73853611,0.361575736,-0.994685771,0.200372835,0.084839497,-0.23300769,0.181778459,-0.776777445,-0.812325434,-0.811790089,-0.692468156,0.204962635,-0.421176492,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1990,Syrian,Jordan,-0.149876908,0.503177773,-0.015685516,0.234061812,-1.861078487,-0.047842558,-0.423213516,-0.154699521,0.969549095,-0.147934987,-0.193593729,-0.242748267,-0.602221751,-0.172719932,1.024385627,0.691648913,0.420590652,0.115799069,-0.291424876,0.38316765,1.040719067,0.165443401,-0.890295733,-0.73853611,0.348426528,-0.106765773,0.203685021,0.105708671,-0.272062848,0.524781825,-0.77272742,-0.878750126,-0.75038738,-0.684086153,0.172362142,-0.628865031,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1990,Syrian,Jordan,-0.149876908,0.503177773,-0.015685516,0.234061812,-1.861078487,-0.047842558,-0.423213516,-0.154699521,0.969549095,-0.147934987,-0.193593729,-0.242748267,-0.602221751,-0.172719932,1.024385627,0.691648913,0.420590652,0.115799069,-0.291424876,0.38316765,1.040719067,0.165443401,-0.890295733,-0.73853611,0.348426528,-0.106765773,0.203685021,0.105708671,-0.272062848,0.524781825,-0.77272742,-0.878750126,-0.75038738,-0.684086153,0.172362142,-0.628865031,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1990,Syrian,Jordan,-0.149876908,0.503177773,-0.015685516,0.234061812,-1.861078487,-0.047842558,-0.423213516,-0.154699521,0.969549095,-0.147934987,-0.193593729,-0.242748267,-0.602221751,-0.172719932,1.024385627,0.691648913,0.420590652,0.115799069,-0.291424876,0.38316765,1.040719067,0.165443401,-0.890295733,-0.73853611,0.348426528,-0.106765773,0.203685021,0.105708671,-0.272062848,0.524781825,-0.77272742,-0.878750126,-0.75038738,-0.684086153,0.172362142,-0.628865031,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1991,Syrian,Jordan,-0.137900129,-0.18592845,-0.015685516,0.189967666,-2.154881203,-0.014509213,-0.492031917,-0.152948863,0.138732509,-0.034416905,-0.182261031,-0.239721499,-0.449657507,-0.170746493,0.979311917,0.627257957,0.562658728,-0.038123965,-0.429722634,1.318093984,0.631590593,0.352880507,-0.515261094,-0.73853611,0.292541896,0.022722549,0.18381135,0.132999071,-0.307863409,0.593596694,-0.76860432,-0.648447931,-0.394833428,-0.692399461,0.032145147,-0.653229748,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1991,Syrian,Jordan,-0.137900129,-0.18592845,-0.015685516,0.189967666,-2.154881203,-0.014509213,-0.492031917,-0.152948863,0.138732509,-0.034416905,-0.182261031,-0.239721499,-0.449657507,-0.170746493,0.979311917,0.627257957,0.562658728,-0.038123965,-0.429722634,1.318093984,0.631590593,0.352880507,-0.515261094,-0.73853611,0.292541896,0.022722549,0.18381135,0.132999071,-0.307863409,0.593596694,-0.76860432,-0.648447931,-0.394833428,-0.692399461,0.032145147,-0.653229748,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1991,Syrian,Jordan,-0.137900129,-0.18592845,-0.015685516,0.189967666,-2.154881203,-0.014509213,-0.492031917,-0.152948863,0.138732509,-0.034416905,-0.182261031,-0.239721499,-0.449657507,-0.170746493,0.979311917,0.627257957,0.562658728,-0.038123965,-0.429722634,1.318093984,0.631590593,0.352880507,-0.515261094,-0.73853611,0.292541896,0.022722549,0.18381135,0.132999071,-0.307863409,0.593596694,-0.76860432,-0.648447931,-0.394833428,-0.692399461,0.032145147,-0.653229748,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1991,Syrian,Jordan,-0.137900129,-0.18592845,-0.015685516,0.189967666,-2.154881203,-0.014509213,-0.492031917,-0.152948863,0.138732509,-0.034416905,-0.182261031,-0.239721499,-0.449657507,-0.170746493,0.979311917,0.627257957,0.562658728,-0.038123965,-0.429722634,1.318093984,0.631590593,0.352880507,-0.515261094,-0.73853611,0.292541896,0.022722549,0.18381135,0.132999071,-0.307863409,0.593596694,-0.76860432,-0.648447931,-0.394833428,-0.692399461,0.032145147,-0.653229748,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1991,Syrian,Jordan,-0.137900129,-0.18592845,-0.015685516,0.189967666,-2.154881203,-0.014509213,-0.492031917,-0.152948863,0.138732509,-0.034416905,-0.182261031,-0.239721499,-0.449657507,-0.170746493,0.979311917,0.627257957,0.562658728,-0.038123965,-0.429722634,1.318093984,0.631590593,0.352880507,-0.515261094,-0.73853611,0.292541896,0.022722549,0.18381135,0.132999071,-0.307863409,0.593596694,-0.76860432,-0.648447931,-0.394833428,-0.692399461,0.032145147,-0.653229748,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1992,Syrian,Jordan,-0.132621064,-0.183986099,-0.015685516,0.159033608,-2.364094626,-0.060235637,-0.501522527,-0.152242261,0.299286157,-0.02691311,-0.170839785,-0.236670975,-0.448716486,-0.16877394,0.94291143,0.575232962,0.592564537,-0.136533633,-0.357844846,1.342259143,0.396374553,0.415395793,-0.50877355,-0.73853611,0.121600755,2.686482357,0.034759428,-0.009874369,-0.343663971,0.587080737,-0.764400986,-0.63858141,-0.381722898,-0.53506621,0.074105008,-0.666588433,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1993,Syrian,Jordan,-0.138122691,-0.254015107,-0.015685516,0.14467265,-2.469563971,-0.074802021,-0.512016592,-0.151091689,0.47620487,-0.167490612,-0.159267161,-0.233580054,-0.521065104,-0.16679004,0.916218464,0.537084162,0.559384584,-0.239773917,-0.245897697,1.262622929,0.491014056,0.386612412,-0.583105926,-0.73853611,0.295829364,0.61466916,0.16393779,0.070391658,-0.382719128,0.640875968,-0.760133493,-0.76490873,-0.696252136,-0.665192424,0.169199971,-0.670236193,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1994,Syrian,Jordan,-0.165743489,-0.243552052,-0.13509083,0.03173547,-2.732357441,-0.067308296,-0.504897139,-0.160386089,0.64444205,-0.148431881,-0.14761607,-0.230468271,-0.532198828,-0.164811104,0.880537224,0.488957846,0.564275049,-0.158862575,-0.326012926,1.303142602,0.561247147,0.293124023,-0.736606804,-0.73853611,0.330346339,0.207705867,0.235151565,0.190790537,-0.421774286,0.6173285,-0.755782931,-0.81780522,-0.459725487,-0.691849769,0.190285328,-0.665443623,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1994,Syrian,Jordan,-0.165743489,-0.243552052,-0.13509083,0.03173547,-2.732357441,-0.067308296,-0.504897139,-0.160386089,0.64444205,-0.148431881,-0.14761607,-0.230468271,-0.532198828,-0.164811104,0.880537224,0.488957846,0.564275049,-0.158862575,-0.326012926,1.303142602,0.561247147,0.293124023,-0.736606804,-0.73853611,0.330346339,0.207705867,0.235151565,0.190790537,-0.421774286,0.6173285,-0.755782931,-0.81780522,-0.459725487,-0.691849769,0.190285328,-0.665443623,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1994,Syrian,Jordan,-0.165743489,-0.243552052,-0.13509083,0.03173547,-2.732357441,-0.067308296,-0.504897139,-0.160386089,0.64444205,-0.148431881,-0.14761607,-0.230468271,-0.532198828,-0.164811104,0.880537224,0.488957846,0.564275049,-0.158862575,-0.326012926,1.303142602,0.561247147,0.293124023,-0.736606804,-0.73853611,0.330346339,0.207705867,0.235151565,0.190790537,-0.421774286,0.6173285,-0.755782931,-0.81780522,-0.459725487,-0.691849769,0.190285328,-0.665443623,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
