Basin,Country,Year,GDP,Rural population growth,Urban population growth,Employment in agriculture,Unemployment,GDP per capital ,Energy use per capita,Freshwater withdrawals (agriculture),Internet,Food imports,Inflation,Electricity - hydroelectric,Population density,Energy imports,Government effectiveness,Political stability,SPEI,Mean Temperature,Precipitation,Conflict,is_missing__GDP,is_missing__Rural population growth,is_missing__Urban population growth,is_missing__Employment in agriculture,is_missing__Unemployment,is_missing__GDP per capital index,is_missing__Energy use per capita kg oil equivalent,is_missing__Annual freshwater withdrawals (agriculture),is_missing__Internet,is_missing__Food imports,is_missing__Inflation,is_missing__Electricity production from hydroelectric sources,is_missing__Population density,is_missing__Energy imports,is_missing__Government effectiveness,is_missing__Political stability,is_missing__SPEI,is_missing__Mean Temperature,is_missing__Perception
Tigris-Euphrates/ Shatt al Arab,Syria,2018,-0.678135088,-0.130797705,0.235597095,-1.130753787,1.358134089,0.469699945,-0.628600257,0.112888997,0.968525999,0.6152552,-0.628028147,-1.083698897,0.034517976,1.37629281,-0.987717568,-2.120866346,-2.029527205,0.734977653,-0.643408031,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Tigris-Euphrates/ Shatt al Arab,Syria,2010,-0.214468104,0.503389901,0.159346401,-1.200301382,0.603432783,0.469699945,0.035199483,0.112888997,0.72418175,1.238508959,-0.284359765,-0.839999472,0.158020171,-0.431958836,0.411902476,0.198458605,-0.778658196,0.808617733,-1.260425317,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganges Brahmaputra Meghna,Nepal,2004,-1.16180416,0.180441035,0.412117755,1.693024057,0.954475565,-0.578534849,-1.21764165,1.35041686,-0.880977014,0.605197672,-0.414664156,1.697087742,0.516897408,-0.003452118,-0.15432202,-1.415317118,0.324721769,-0.448628306,0.889215501,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hari / Harirud,Turkmenistan ,2023,-0.219960078,0.077612387,0.069997636,-0.829073494,-0.390081261,0.469699945,0.11042801,1.243156826,-1.131588815,0.893648345,0.159451921,0.953000117,-0.600104036,-0.396054554,-0.43414853,1.032605111,-2.271807705,0.715201121,-1.819673638,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Salween,China,2017,2.065600842,-1.697677367,0.040431359,-0.609243423,-0.289164707,1.577201123,1.064773442,-1.543515397,1.198817322,-0.724709931,-0.544627123,-0.072778403,0.333968054,0.220995849,1.3782233,0.887086379,0.923417782,-1.591677512,0.363302611,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fenney,India,2010,1.21821651,0.207661762,-0.066345724,0.598614799,0.425308906,1.24650381,-0.683720052,0.414154787,0.209336205,-1.641825358,0.148022969,-0.320260713,1.314628384,0.455882427,0.948155606,-0.368792821,-1.029709031,1.356705477,1.546786559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indus,Pakistan,2015,0.477947877,0.278711423,-0.437757129,0.100749262,-0.544431106,-1.621818032,-0.918109716,0.827517116,0.403537701,0.262593505,-0.444485062,0.407864074,0.931348861,0.426051926,0.120653634,-1.803033401,1.145572585,0.659052433,-0.158944868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irrawaddy,Myanmar,2006,-0.853252897,-0.081560363,-0.806676779,0.878879595,-1.729795567,0.254231245,-1.308576178,0.21725587,-1.0178328,-1.041602142,0.457936824,0.966501077,-0.295154785,-0.704688309,-0.733476205,0.144901017,-0.366059134,0.922033083,1.358465152,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Ganges Brahmaputra Meghna,China,2011,1.860849834,-1.551258838,0.281570105,-0.207018287,-0.268032598,2.022327738,0.951842938,-1.538978901,1.02987024,-1.2513252,-0.201520915,-0.215670964,0.299976389,0.091113206,1.00615677,0.443206961,1.381349512,-1.787299361,-0.292148469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Israel,2018,0.575660878,0.143684687,-0.414730874,-1.885896847,-0.441465767,-0.626409263,1.211785239,-1.860429764,1.402955447,-0.340297373,-0.649053,-1.773663304,1.296202676,1.44460281,2.218195285,0.063539057,-1.029709031,0.858785324,-1.013287776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indus,India,2010,1.21821651,0.207661762,-0.066345724,0.598614799,0.425308906,1.24650381,-0.683720052,0.414154787,0.209336205,-1.641825358,0.148022969,-0.320260713,1.314628384,0.455882427,0.948155606,-0.368792821,-0.836602781,-0.543341647,0.386782995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Han,South Korea,1999,0.696972872,-0.620367833,-1.04509329,-1.369455653,0.157969166,0.196930286,1.701005728,-1.573190197,0.790031847,-0.983829268,-0.646294638,-1.204738276,1.457872108,2.016231601,-0.953015037,1.036357852,1.60728617,-0.585828516,1.185475526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Mekong,Thailand,2016,0.616215095,-0.950684809,-0.411948771,-0.383977367,-1.724972105,-0.988379355,0.927711434,0.410556648,1.134492906,-0.672277195,-0.748861883,-1.297898541,0.270551798,0.848240739,1.164796346,-0.02439668,-1.590959408,1.469558571,0.876955339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kura-Araks,Iran,2000,0.041272059,-0.664948547,-0.03907888,-0.806346811,1.10425429,0.685981613,0.841343532,0.804198008,-0.692070447,1.05153881,0.254195165,-1.132031882,-0.785274751,-1.175032969,0.36315282,0.29245057,-1.369045267,-0.578721043,-0.682340616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganges Brahmaputra Meghna,China,2009,1.696432333,-1.566650602,0.416510905,-0.043471336,-0.223821231,1.861766972,0.753001542,-1.497141127,0.891079039,-1.169790973,-0.96734219,-0.130606181,0.29062401,0.032733986,1.016911643,0.623731736,-0.325642947,-1.732564516,-0.57568525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tigris-Euphrates/ Shatt al Arab,Iraq,2005,-0.304225081,1.290238832,0.230618782,-1.258268256,0.597687444,-0.862784644,0.016901012,-0.392074005,-0.703570341,0.622266685,0.932871801,0.008683005,-0.396681331,-2.310091194,-0.913090671,-2.063434863,-0.668277357,0.970367867,-1.075068828,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tigris-Euphrates/ Shatt al Arab,Turkey,2022,0.954725103,-0.931148133,-0.691818772,-1.155141174,0.915904817,0.678732289,0.834146911,-0.146949264,1.401286804,-0.795702978,1.612718851,0.033550268,0.065662322,1.574155402,0.689925728,-0.073571702,-1.816029349,-0.398848394,-0.016285887,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Maritsa,Bulgaria,2009,-0.287321303,-1.45449912,-1.787656296,-1.580322157,0.258478717,-0.099130613,1.132213278,-2.158897178,1.108344782,-0.057674062,-0.422968617,-0.530562522,-0.350310206,0.865611471,0.9926176,1.591337722,-0.896044869,-0.419189631,0.286717232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amur,North Korea,2011,1.532796211,-0.367287341,-1.216605354,0.6028995,-0.758075768,0.177150351,-0.615100219,-0.815769455,-1.131588815,-0.101962753,-0.338987935,1.137863696,0.645725059,-0.650821945,-1.18160837,0.863939459,0.212389643,-1.689596644,0.206731364,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Kura-Araks,Iran,1985,0.256131772,0.883184708,1.501848896,0.890448115,0.126387655,-0.609181901,0.180192268,-0.157149717,-1.131588815,-0.970662488,-0.284973554,1.021046456,-1.02087705,0.037184815,-0.933578884,0.835521085,0.43647961,-0.715444785,-0.542973743,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0
Kura-Araks,Armenia,2004,-1.481330036,-0.524088452,-2.126839348,0.681226514,0.939901185,-0.029220792,-0.420646104,-1.402444667,-0.002567775,1.190063048,-0.111740309,0.467257594,0.071687593,1.381143713,0.780782251,1.026703145,1.422942955,-1.115275747,0.04983741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganges Brahmaputra Meghna,Bhutan,2010,-1.8160452,-0.417347119,0.437692609,0.902675956,-0.619927851,4.015899852,-0.18484536,0.840534514,0.511475128,0.172587324,-0.107224707,1.70560376,-1.409949286,-0.581140039,1.592792797,2.058097192,-1.216874585,-0.837001182,1.043105039,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Kura-Araks,Turkey,2004,0.612011582,-0.8128485,-0.395150292,-0.48946788,0.974403722,-0.524629425,0.280006493,-0.294246893,0.547533589,-1.781746717,-0.018526831,0.391593154,-0.123436199,1.554594756,0.890666347,0.164852199,1.421693633,-1.199318387,0.043859471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aral Sea,China,2022,2.224742909,-2.042698502,-0.644677323,-0.803803733,-0.15794037,1.553954654,1.309283644,-0.543446126,1.355488793,-0.32293794,-0.501686116,-0.201325284,0.344333174,0.228403502,1.464563926,0.62433793,-1.029709031,-2.15130457,-1.186464453,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Amur,China,1999,1.037356967,-0.746192498,0.687986015,0.55120612,-0.641956086,0.582263758,-0.07965077,-1.195291684,-0.773007307,-1.445384784,-1.182506327,-0.136916007,0.235541266,-0.1837669,-1.161462565,0.395062274,0.658488951,-1.504957514,-0.263973191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Kura-Araks,Georgia,1996,-1.546700602,-2.196557328,-4.244116858,0.450087741,1.075142918,-1.169006021,-0.140629382,-1.437016584,-1.104695261,2.246984851,0.988800016,1.47625146,-0.232999059,1.254790741,0.201724647,-0.720288453,-0.562652854,-0.920178639,0.245550472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hari / Harirud,Afghanistan,1989,0.984651863,1.345655617,0.472049595,-0.445958995,0.41974589,-0.291837508,0.313774598,1.482355295,-1.131588815,0.13464501,0.4336628,-0.343127974,-1.418236375,-0.500640705,0.78552956,-0.57722522,0.033049192,-0.85216011,-0.799001807,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0
Ganges Brahmaputra Meghna,Bangladesh,2001,-0.270976409,0.233215814,0.699989991,0.945725537,-0.531228124,-0.62122737,-2.182601004,-0.58930132,-1.048282437,0.895690499,-0.498055272,-0.828104653,2.254305223,0.236789427,-1.079508259,0.901833889,0.265865516,0.804993726,1.467339823,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Indus,Pakistan,2019,0.507247487,0.415332348,-0.206329076,-0.033112793,-0.195699266,-1.659060103,-0.933453986,0.827517116,0.627703031,0.060585698,0.082311644,0.213566559,0.989212592,0.537425752,0.110983869,-1.538576887,0.660746505,0.646902465,-0.326341588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asi/ Orontes,Turkey,1993,0.256131772,-0.149070822,-0.042000181,0.174379284,0.66576957,-0.329151025,0.024419886,-0.950065244,-1.125818789,-0.970662488,1.510354191,0.79561925,-0.254450947,1.112242305,-1.291789879,0.759892595,0.25675031,0.06854287,0.014169646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Mekong,Lao People's Democratic Republic,1985,-1.66818053,1.071921657,1.439833691,0.579884636,-0.746246285,-2.670898659,-0.156711392,-0.283844607,-1.131588815,0.958353643,0.072977055,1.06593205,-1.505021802,-0.358439162,-0.995638974,0.806914242,0.811877222,0.914055835,1.300438792,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0
Ganges Brahmaputra Meghna,Bangladesh,2001,-0.270976409,0.233215814,0.699989991,0.945725537,-0.531228124,-0.62122737,-2.182601004,-0.58930132,-1.048282437,0.895690499,-0.498055272,-0.828104653,2.254305223,0.236789427,-1.079508259,0.901833889,0.265865516,0.804993726,1.467339823,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Maritsa,Bulgaria,1984,-0.767181492,-1.031890578,-1.046056903,1.391772806,0.465298065,0.459003496,1.600573506,1.461356016,-1.131588815,1.121639551,-0.154387198,1.037465043,-0.20677696,0.028137206,-1.474910226,-1.743506799,0.916571569,-0.559816737,0.012680412,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0
Aral Sea,Tajikstan,2002,-1.969124876,0.774602386,-0.469135463,0.964856913,-0.432051656,-2.4012951,-1.266855502,0.614837044,-1.094664714,0.597264258,0.159685867,1.693940251,-0.674324798,0.606363597,-0.472844894,-0.013594212,1.118210746,-1.61353814,0.000224756,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mekong,China,1994,0.752881614,-0.464041545,0.986964944,0.759373376,-0.756058676,1.305456266,-0.166992302,-0.819378008,-1.130787684,-1.333893659,0.594115982,-0.064145923,0.19058556,-0.225443961,-1.275157382,0.751933719,-0.037011341,-0.981760508,0.430816086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Aral Sea,Kyrgystan,2000,-1.916768983,0.345806428,-0.937051864,0.698450373,-1.14476284,-1.119438768,-0.823071738,0.799907375,-0.65757771,0.568323059,0.413290037,1.511687729,-1.159117863,0.715217257,0.459588229,0.947179812,0.109453289,-1.599642221,-0.280485348,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganges Brahmaputra Meghna,Bhutan,2014,-1.724776126,-0.449292188,0.284242532,0.875887429,-0.84905533,3.247634632,0.094787467,0.840534514,0.914536551,1.023128857,-0.036352177,1.705659504,-1.376844593,-0.231614194,1.240849096,2.449503708,-0.383137119,-0.901129741,0.850215352,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Mekong,Cambodia,2004,-1.257085703,0.425652289,-0.364754999,1.226894877,-1.546523441,-0.645312056,-1.447689529,-0.425301738,-0.953812003,-0.455986751,-0.290319181,-1.076700906,-0.272968669,-0.614935941,-0.100288742,0.676628995,-0.389869218,1.599688309,1.112832745,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Asi/ Orontes,Syrian,2004,-0.609622594,0.636155518,0.306128456,-0.722328712,0.760338746,0.421308183,0.00888711,0.131072787,-0.063827777,0.825349562,-0.281649913,-0.311003008,-0.023180297,-0.86889902,-0.273760869,0.823190921,0.74028158,0.181758429,-0.243921322,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Amur,China,2006,1.433903632,-1.429692997,0.628058092,0.179571109,-0.299811532,1.235027525,0.568082397,-1.466680341,0.379875786,-1.77365846,-0.538046381,-0.196429737,0.276719151,-0.07549587,0.952768694,0.51771775,-0.369226144,-1.455560203,-0.154410376,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indus,India,2017,1.41205985,-0.043149011,-0.164071953,0.163762141,0.418740078,0.193262748,-0.446374566,0.414154787,0.659244624,-0.967351083,-0.370999111,-0.5336959,1.402958193,0.637443962,0.95869535,0.236528776,0.832620733,-0.523182392,0.507268136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amur,China,2014,2.000520831,-1.575090199,0.174811804,-0.469643282,-0.247111511,1.907621392,1.042247469,-1.453693988,1.138540605,-0.920000298,-0.507346888,-0.04623458,0.317938262,0.154684508,1.308978343,0.538675892,0.888925127,-1.41160684,-0.284840808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mekong,China,2004,1.288192608,-1.366182337,0.816993204,0.392659317,-0.283861613,1.467687448,0.351202006,-1.416228108,0.195716136,-1.452821756,-0.329349617,-0.155536356,0.266324312,-0.097055768,0.790085459,0.697132455,0.466696877,-1.028740242,0.569697808,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salween,Myanmar,2008,-0.503727849,-0.188995702,-0.919381424,0.8044501,-1.715970843,0.21365832,-1.327683708,0.21725587,-0.996486197,0.961530927,0.668926521,1.112621212,-0.284097019,-0.708826684,-0.809733561,-0.145132425,0.970502667,0.806671123,1.154926981,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Kura-Araks,Iran,1990,0.097139414,0.640425396,0.749201386,1.090646102,-0.266141136,0.437287949,0.291140948,1.454621667,-1.131588815,0.755459401,-0.072529467,-0.473413638,-0.890065634,-1.665514393,-1.313912358,-0.911452677,-0.642353517,-0.691981965,-0.648211525,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
Fenney,India,2017,1.41205985,-0.043149011,-0.164071953,0.163762141,0.418740078,0.193262748,-0.446374566,0.414154787,0.659244624,-0.967351083,-0.370999111,-0.5336959,1.402958193,0.637443962,0.95869535,0.236528776,0.403481747,1.293750882,1.854919707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irrawaddy,China,2005,1.355582205,-1.411833145,0.758612162,0.288584256,-0.275932132,1.293457854,0.46398715,-1.452165702,0.273786355,-1.626304139,-0.523502377,-0.163552783,0.271655446,-0.102709771,0.755800018,0.563696032,0.186512588,-0.226975497,0.866154729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Jordan,2015,-0.419087282,2.964894759,3.66170066,-1.760904939,1.300707543,-0.542178379,-0.04343707,-1.874001093,1.197934863,1.049038574,-1.011203973,-1.676953278,0.041935701,2.391191396,1.032709707,0.437428625,0.140034381,0.471498791,-1.008979323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganges Brahmaputra Meghna,India,2015,1.313226287,0.001226427,-0.17358242,0.259152342,0.421253815,0.329000687,-0.497142169,0.414154787,0.557863766,-1.075806881,-0.24667288,-0.48901576,1.379621689,0.633662698,1.002218916,0.019483117,-0.402417992,1.074023172,0.895013385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hari / Harirud,Iran,2004,0.275055864,-0.325396309,0.321569741,-0.887744287,0.889604075,1.989843989,1.064618398,0.613257578,0.208663495,-0.244670152,0.265681065,-0.768052251,-0.739244476,-1.026409529,0.353155292,0.251274595,0.284920953,-0.086137005,-0.573625314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mekong,Thailand,2014,0.609894238,-0.875511202,-0.335971506,-0.271778983,-1.794007353,-0.651769816,0.890191315,0.410556648,0.984284602,-0.987778402,-0.510258484,-1.122122792,0.262284606,0.80440379,1.199729434,0.077611087,0.284304733,1.424031461,0.865241066,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganges Brahmaputra Meghna,India,2004,0.849018541,0.37305601,0.113156622,0.842745284,0.420093957,0.685498055,-0.978504486,0.478950707,-0.417040724,-1.361075623,-0.334029052,-0.288627262,1.225811365,0.282677235,0.712194375,-0.371734152,-0.406248127,1.072318143,0.774475198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganges Brahmaputra Meghna,Myanmar,2014,-0.185778286,-0.030560271,-0.749192027,0.661632668,-1.680508063,0.21365832,-1.198621461,0.21725587,0.202570145,-0.220429949,-0.243344369,1.12881663,-0.243859099,-0.65108669,-0.537628212,-0.140059171,-1.411893239,0.34739957,1.031565073,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Indus,China,1989,0.542196828,-0.028612833,1.085498109,0.944892057,-0.166039977,0.930373384,-0.312132826,-0.251213396,-1.131588815,-0.049553468,0.397194856,0.995222441,0.13367634,-0.353701534,-0.916813325,0.786167184,-0.084733838,-2.002500445,-0.889892142,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0
Kura-Araks,Azerbaijan,1986,0.327856635,0.268072589,-0.511382219,-0.554873223,0.004211271,-0.426576095,0.910044702,-0.534668841,-1.131588815,0.099390246,0.002908442,-0.794576513,0.236136054,-0.301162222,0.726435695,0.159254248,-0.758061461,-0.436418392,-0.281644207,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0
Kura-Araks,Azerbaijan,1991,-1.300322168,0.819311507,-1.206323107,0.224732881,-1.602575127,-3.14179597,1.483444076,1.451991064,-1.131588815,0.952376432,0.622208133,-0.67334415,-0.27772067,0.125470982,-1.460127315,-1.574717822,-0.710818404,-0.421212086,-0.298771746,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0
Mekong,Thailand,2009,0.451136377,-1.246044873,0.734661247,0.043555453,-1.305718964,-1.044501175,0.642767782,0.410556648,0.709365753,-1.045444557,-1.001841196,-0.915118081,0.234872476,0.821437066,1.143686662,-0.544768408,1.562360953,1.406953974,0.994483587,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganges Brahmaputra Meghna,Bangladesh,2005,-0.160099569,-0.172741208,0.761628536,0.450941109,-0.348409814,-0.423088848,-2.096250794,-0.849343195,-0.984454797,0.501267008,-0.106611428,-1.148549563,2.313697227,0.162746612,-0.113126665,-1.072585043,-0.27132393,0.858940107,1.272178078,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Asi/ Orontes,Syrian,2023,-0.710360806,1.666187983,2.114277343,-1.186113506,1.316064298,0.469699945,0.303081573,1.466312283,-1.131588815,-0.704398778,0.873556863,1.008934145,-1.275787615,-0.501001265,-1.083529393,-2.137865887,-0.79681553,0.366312613,-0.300058392,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Indus,Nepal,1990,-1.474943062,0.868189574,2.101190952,1.386035805,0.475039722,-1.344865443,-1.377149531,1.075519313,-1.131588815,1.224304975,-0.038080219,1.704247292,0.256308919,-0.109607285,-1.368013061,-1.16383327,2.696586992,-2.056717573,-0.22675616,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
Fenney,Bangladesh,2012,0.124226706,-0.45653114,0.447970907,0.343588967,-0.397902537,-0.132137458,-1.791442835,0.141916799,0.007331452,0.571602825,-0.157887903,-1.342019264,2.387048687,0.172995033,0.011050911,-0.490250474,-1.029709031,1.272813225,1.678194509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amur,China,2004,1.288192608,-1.366182337,0.816993204,0.392659317,-0.283861613,1.467687448,0.351202006,-1.416228108,0.195716136,-1.452821756,-0.329349617,-0.155536356,0.266324312,-0.097055768,0.790085459,0.697132455,-0.288963165,-1.415391433,-0.251261832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atrak,Iran,2012,0.80768145,-0.769746973,-0.406941297,-1.020070329,1.188464022,0.835581875,1.332380459,0.613257578,0.770538309,-0.50476224,0.681942534,-0.908830872,-0.63846387,-0.59230367,0.307667187,-0.423982827,0.25166549,-0.244194377,-0.58049435,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Asi/ Orontes,Syrian,1989,-1.025836712,1.359059576,0.669133865,1.430943295,0.474423282,0.21365832,-0.24781842,1.463289795,-1.131588815,1.171606497,0.121083808,0.963026472,-0.379533355,-0.283421347,-1.426364715,-0.805391531,-1.029709031,0.177023129,-0.860433558,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0
Salween,Myanmar,2016,-0.201015653,-0.079744991,-0.713346543,0.622658463,-1.517411488,0.21365832,-1.096577209,0.21725587,0.594009783,1.036922491,-0.113697908,0.977858592,-0.229667718,-0.672614934,-0.216925294,0.195653251,0.060242393,0.90323644,1.304580118,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hari / Harirud,Afghanistan,2009,-0.922533882,1.635233925,1.168285803,0.895710541,0.444908179,0.424968718,-0.634476384,1.373819756,-0.157411073,0.986192503,-4.116390359,1.418343787,-0.758957732,-0.472798632,-0.77047357,-2.090792286,0.212389643,-0.702890372,-0.507665127,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Amur,China,2013,1.961128753,-1.514840551,0.234429862,-0.375491712,-0.254932515,1.9807061,1.018755965,-1.455485268,1.116876579,-1.005169982,-0.435574046,-0.1155837,0.312201931,0.149840715,0.907097315,0.51320107,2.4309049,-1.5023779,0.184350537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kura-Araks,Azerbaijan,1987,1.365786532,0.297459464,-0.482355929,-0.254016341,0.282456859,-0.5995535,0.546692251,-0.387147571,-1.131588815,0.435139111,0.296663052,-0.037602841,-0.16584854,0.506496337,0.410792251,-0.484479199,-0.069100231,-0.465806689,-0.168130619,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0
Irrawaddy,Myanmar,2023,-0.177632206,-0.242322754,-0.571161204,0.308329879,-0.712219215,0.21365832,0.181470717,-0.815769455,1.234394958,0.259192534,0.012268462,1.03734429,0.090456432,-0.173156508,-1.044052601,-1.386643908,-0.520172924,1.001686138,1.06683541,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0
Aral Sea,China,2002,1.167033011,-1.228105309,0.956900979,0.546277648,-0.351143519,0.801822402,0.046087099,-1.339954392,-0.033394747,-1.638177529,-0.968437796,-0.092072676,0.255302409,-0.180205534,0.775385737,0.772879122,1.040455426,-2.166741089,-1.384262479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aral Sea,Kyrgystan,1989,0.032752618,1.030838988,-0.634618819,0.17606383,0.882995188,0.729785626,0.439801088,0.040169862,-1.131588815,0.137803128,-0.063709688,-0.447631144,-0.221424185,0.140921455,0.380338605,-0.324790912,-0.196414735,-1.658744332,-0.392791333,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0
Mekong,Viet Nam,1997,-0.579620165,0.191647054,0.341420125,1.303595681,-0.766165843,-0.12768117,-1.231572131,0.750807483,-1.128867741,-1.161782324,-0.38136968,1.102450443,0.73013217,-0.475739919,-1.199243645,1.007465635,0.505397536,0.751341986,1.274014941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Irrawaddy,India,2008,1.074576232,0.203698413,-0.066660576,0.683312842,0.426080527,1.083410618,-0.802629459,0.433846513,-0.057162405,-2.163206934,-0.032057958,-0.255186102,1.286068208,0.412649923,0.901948126,-0.166640124,0.196258491,0.451497617,1.463238721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Israel,1994,-0.042975213,0.528030365,0.015880696,-1.765660338,0.830295143,-0.070461722,1.331524495,-1.326912315,-0.825432822,-0.670596977,0.160820786,-1.743754572,0.815080048,2.113973249,-1.488470061,-1.741495599,0.106679118,0.662319226,-0.734344178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Jordan,Egypt,1995,-0.223379647,1.020914471,-0.552366459,-0.246984016,1.005549862,-1.103045546,-0.626942874,-0.022384792,-1.110499601,1.791108366,0.30431875,0.108475393,-0.383626314,-0.797163105,-1.515589733,-1.737473199,0.212389643,0.431396557,-2.619165672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
